,logFC,logCPM,F,PValue,FDR
RNF7,0.1256254325540081,6.644766022394583,6.3417574253113145,0.012455054466180475,0.06637195186903137
NDUFB7,0.12363561829783491,7.84066655342607,9.547990376349272,0.0022412201164513862,0.017493450193466643
SUMO1,0.12353994485178063,7.365384783681033,4.372659010364155,0.03758739553212112,0.1464472362468274
ZAP70,0.12306667397171378,6.827363926706795,3.9003494539714367,0.04944009912232219,0.1777191609063704
FKBP1A,0.12292900373559904,6.927865255789939,6.126728800260308,0.014017663826728824,0.0726595149294861
BSG,0.12240906525570946,7.32240934233125,5.15966203038181,0.024016671510244413,0.10514661522315324
ARL6IP5,0.12124595509838547,7.948676325095974,6.320960811774774,0.012596808054936993,0.06677019953187507
CHMP2A,0.12109971482253465,6.495918014300604,4.714160166889522,0.030911843402863223,0.12576535767808444
MRPL41,0.12079454969814354,6.797226875798249,5.315697241133618,0.022001086870833075,0.09839364965040925
HLA-A,0.1201733280922581,11.717124951953101,6.183654286274667,0.013584047936216433,0.07088183411433958
IL32,0.12014981452572697,10.996423982768537,9.328713981424153,0.002514053297607991,0.019176299218014774
UQCRC2,0.11976269889313454,6.388125357856474,4.2213061660778735,0.04102099611824759,0.15664755249597453
TPI1,0.11965837613880394,7.76358337715292,8.49871995814652,0.0038951259525104856,0.027029638821341254
YWHAQ,0.11941467214991677,7.53602709000725,5.779757346105258,0.016981848552658538,0.08212562016548577
NDUFC2,0.11906911179413769,7.163757986009724,5.2212082379988365,0.023199400282157376,0.10256897518711457
C14orf166,0.11896202642847761,6.989659404736005,6.4344994992330165,0.011837136702466678,0.06360596594647329
PDCD6,0.11743466935224002,6.499800740726447,4.186437985567237,0.04185681676522328,0.1587310650328718
BCAP31,0.11711207818662178,6.859387875513129,4.423086677755738,0.03651352662566282,0.14345473484169538
GNB2,0.11591331547398807,6.603423917148448,4.119572722234995,0.04351117024388379,0.16276786253114742
LIMD2,0.1158954081477629,8.634390793485586,6.5431894717912975,0.011152940800391259,0.060906222694569724
PSMA1,0.11551780276982025,7.005016610310807,7.714221821735155,0.005918217472445678,0.037678789328376636
NDUFB9,0.11480241555522487,7.829241742680712,10.951598344867387,0.001081131677456929,0.009828660269283826
SNRPD3,0.11434089305122101,6.3760698419311215,5.158952924970447,0.024028388727184026,0.10514661522315324
COX8A,0.11376125389546154,8.159632384109159,12.373519094220498,0.0005219588275007718,0.005289901824932601
DYNLRB1,0.11339139175925428,6.988966129526387,4.859430304389284,0.028459518998000335,0.11845927561634388
PIN1,0.11256068286823803,6.7593219183623585,5.730095163487026,0.017457645643654138,0.08406868735356889
TUFM,0.11245342370064736,7.082993300797745,3.9571638524170267,0.04782470539652156,0.17391138993417257
OSTF1,0.1122711309194736,6.954354090633719,4.568833871925553,0.033585273563148194,0.13456936487408902
EID1,0.11060620968500466,7.71377499829847,6.734402827183774,0.010048069522452385,0.0567214129119424
PRELID1,0.10928319874705011,7.714990637456352,6.463738632590303,0.011648573572230305,0.06283997220905602
HCST,0.10923731359612664,10.36160687511166,16.361487715022093,7.086546873508923e-05,0.0009552583730928263
AP2M1,0.10904030077774371,7.098301253795362,3.9939700897472217,0.04680853069858476,0.1707455812652108
ATP5A1,0.10849999385407674,7.252375451142309,4.33074169626015,0.03850630125332153,0.14940699683981082
LRRFIP1,0.10846315183400547,7.635722729963391,5.969826052485639,0.015284899664578924,0.07614641970735742
FAM49B,0.10752230067483348,7.535534502558162,5.581173800546539,0.018965112850864434,0.08950235853461273
UBB,0.10558992035226819,9.784882534764103,7.071705511538892,0.008365738200396131,0.0496127407055098
SH3BGRL,0.10455178658620523,7.261453875450635,6.695948405602641,0.010261097313264142,0.05744010441112422
LAMTOR5,0.10438778539104446,6.937104325249271,4.24606880889262,0.04043582078676482,0.1549709438813021
CHCHD2,0.10384199206512998,8.940161223387124,10.30185886017625,0.0015129668266769287,0.013111302262115357
FAM96B,0.10315380840592316,6.758989426395076,4.182008539846743,0.04196344187707493,0.15875040793980524
TRAPPC1,0.10008722338899599,7.8674875314130475,6.112272216546597,0.014129040395037713,0.07306736994199549
POLR3GL,0.09959017872574255,6.826092598663863,4.652827155288632,0.03201130172196015,0.1292297903422677
CD3G,0.09814550553755241,8.60677843476198,6.488415561178486,0.011492098824346875,0.06225108035220692
RAP1A,0.0976204321747312,7.111481581571375,5.186067836611009,0.02366259535563634,0.10383651526032749
GMFG,0.09758225851505424,8.950428240593396,7.516751857304009,0.006579623930604786,0.04093503429504913
TCEB2,0.09723864663751848,8.769163990990547,8.392509302926193,0.004120840528340706,0.02834437378071298
COX6B1,0.09284118629253515,8.716439676152511,6.583160313627835,0.010911974607497186,0.05985562453959639
PPIA,0.09249029991563897,9.438056575802552,5.706964710037948,0.017682098010431524,0.08496680999065354
ATP5G2,0.09227313632129813,9.076714820786995,10.955000870972551,0.001079188007817419,0.009828660269283826
U2AF1,0.09142538130191709,7.107897411361611,4.165795495016343,0.04235872926112167,0.15947415647184732
H3F3A,0.0911572896636395,9.715947217111403,11.626460847433705,0.0007642590488037321,0.007217244769471124
NDUFB10,0.08634016163434977,7.457726518011397,3.9296971355305117,0.04859772867222098,0.17590427870477518
TMSB4X,0.08216441755707572,14.120748286388672,5.947667549286998,0.015472918684063664,0.07648415336874884
SRP14,0.0798649643645982,9.415360227952727,5.073702417671176,0.025208389269623425,0.10808553280286483
PPIB,0.07067820589041182,8.237224125844604,5.265746453403444,0.02262532291709901,0.1005069979205601
ATP5E,0.06991401132500694,10.471185955995425,5.433735430435045,0.020592062732424855,0.09433336550566894
SNRPD2,-0.06576781487636131,9.078205014254307,5.050575258881178,0.025539687951794024,0.10910573039095997
MT-CO1,-0.06945896628558938,12.68171623471659,4.434966423653217,0.0362634160016324,0.1427111446842765
COX4I1,-0.07301581351175825,9.838196291731906,9.239203705203911,0.002635036600831889,0.01987292073071124
SOD1,-0.07430118273875017,8.231943931319993,5.377648411881028,0.021249002912866292,0.0964947460447781
DDX5,-0.07526517610386711,9.894255549340135,4.025129777946997,0.04596494899574733,0.16861287580521228
LAMTOR4,-0.08898418933877814,8.035278712531145,5.446781791344975,0.020442645278832057,0.09401612647353057
SRSF11,-0.09296937711555386,7.215181306915918,4.024901425381721,0.0459722592527961,0.16861287580521228
SKP1,-0.09650327521273717,8.660078668370614,4.532037078361959,0.03429910134233822,0.13670100628454426
PA2G4,-0.09749903947760682,7.244669406304481,4.802772189776542,0.02939002406952908,0.1216845568492153
STK4,-0.09892104937814318,7.842199896845116,5.105150788831388,0.024765494211320727,0.10686251040118769
SSU72,-0.09918027654224332,7.368310445136112,5.487258436652992,0.019985796366198766,0.09310165913985939
MTDH,-0.10096054935295508,7.302422308996262,4.806797755911799,0.029322780734205547,0.12151339613441539
LYAR,-0.10444390647957688,8.795157291946682,5.417146079067801,0.020784188827621012,0.09512061442962942
GNB2L1,-0.10492982076136016,10.931040187030423,6.899640315089365,0.009184059232102727,0.05338590069119442
ORMDL1,-0.10495129388190241,6.838587060495738,5.483816421353687,0.020025097475686714,0.09319219470083966
ARGLU1,-0.1051762151176806,8.103539700677558,5.126213947630808,0.024473050207311275,0.10639766313484449
COX14,-0.106211331385216,6.827352771388953,4.7228288846815065,0.030758826597563533,0.12525143712601608
RWDD1,-0.10674046407888008,7.4029659618418515,5.5175484835572,0.019650541541896546,0.09172207997317083
C17orf89,-0.10708360942597613,6.571034195939455,4.030140158423193,0.04583415642100754,0.16836963803519686
ATP6V1G1,-0.10738284939203362,8.333762804471396,4.867564113031961,0.028327432464317064,0.11801419688286974
RPS11,-0.10762192428095045,11.134268132284486,6.772787952330755,0.00983993316741814,0.056086423436644585
ISCU,-0.10800615734936723,7.52980067368647,5.811673961170619,0.01668386281031121,0.08127102849758036
SLC25A6,-0.11023724776776003,9.402162978908464,7.196128240940965,0.007821119314000154,0.047037013720480414
PTPN4,-0.11054352886269864,6.616000804610858,4.658360356156702,0.031911265223031345,0.1289369036703187
C11orf58,-0.11173944402131783,7.70806117068886,7.919523346683903,0.005301958661150085,0.03473671519476962
LSM4,-0.11262317393688467,6.741987784386132,4.958926622837306,0.026899859235946316,0.11347773352142462
APRT,-0.11714224077260964,8.36937130809693,10.13257125987672,0.0016520835202657467,0.013842090978897399
DDX24,-0.11743184358104906,7.750708795070625,5.130565272897295,0.024413302056276145,0.10633500459237827
UXT,-0.11794015509345876,8.09351884028689,9.681982570290032,0.002089519862417429,0.016755449016410528
ARL4C,-0.11848020429106902,7.8747203243842065,3.8917102223479585,0.04968928264732906,0.17797220883383838
RBM25,-0.1192330315440709,7.233334411812548,6.340186308315165,0.012465079854320325,0.06637195186903137
JAK1,-0.12100030392368893,7.652223096519876,4.221107370308962,0.04102287691872985,0.15664755249597453
SIVA1,-0.12124769970732935,6.818286458936985,5.79928181311976,0.01679991605506234,0.08149783476142444
ATP5G1,-0.1215250320662533,6.549431404064848,4.0833469124776185,0.044437146061208306,0.16544020013740332
UBE2B,-0.12291037175649185,6.534615545709187,4.013139327308237,0.046290524035496085,0.16951510402069642
COMMD6,-0.12480269641349384,9.469768766755829,10.120727982075682,0.0016622540126278004,0.013850148442694513
EEF1D,-0.12492437145673874,10.510280715647136,20.25068033451802,1.0655515390347059e-05,0.00018444657821445773
GTF3A,-0.12545609275846248,8.126692317351255,9.717829209348627,0.0020507452013858265,0.016490967016742446
HNRNPA0,-0.12602000871263735,7.975773657216788,6.739513825455702,0.010020085399804758,0.05663159109696882
C12orf57,-0.1269237790956171,8.140177008107175,6.274104401543272,0.012925134728279124,0.06827906194860064
CDC42SE2,-0.12778474057817066,7.684210203818919,3.8899803302862597,0.04973978133807598,0.1779781191891033
NME3,-0.12779337451656292,6.364867485597641,3.8943732933257493,0.04961572821533614,0.17797220883383838
RPS19,-0.1287736211222689,12.96904622924963,23.91868843914136,1.856366731237831e-06,3.958280152834848e-05
TMEM219,-0.13089802279994267,6.653218984836994,5.454817065422412,0.02035282142860651,0.09369488255308454
C1QBP,-0.13116666891301715,6.7995553021353405,6.005213395328958,0.014990082081554796,0.07520692518136209
EIF3L,-0.13183598952609588,7.952987380045595,5.986388700917022,0.015145540088579679,0.07590569290120436
XBP1,-0.13186960112463678,7.04049259201761,5.705647646478462,0.01769613586886986,0.08496680999065354
COX7C,-0.1321329229431308,9.95082700829173,23.57763365656301,2.1806974010915544e-06,4.526394472796674e-05
TGOLN2,-0.13354923229598545,6.232304283908439,4.137209658867269,0.04307032845307588,0.16150512451908788
TSTD1,-0.13507411825712906,7.472666963935165,10.441575130963292,0.001407334661666812,0.012316803913953386
HINT1,-0.13599199875925533,9.404358890231187,22.025071595904787,4.555484829645865e-06,8.722358912599491e-05
PLAC8,-0.13678867592031757,8.003110927748557,8.415699435034592,0.00407050668766605,0.028039275876419148
DNAJC19,-0.1374562002162231,6.411151857368343,6.908764928450734,0.009140691085478289,0.053265165626201726
EIF5,-0.1380758531431712,6.575346751367967,3.9700384649097287,0.0474685877045223,0.1728844292872004
RPL15,-0.1381241093435973,11.977157838052538,31.291427070057793,6.111522750628919e-08,1.8145033685569783e-06
C19orf53,-0.14023970077671183,7.889726638005466,14.272992041382194,0.00020012204467109813,0.00237063765543465
UGP2,-0.1408349676429256,6.365288490381893,4.93732972292523,0.027232227209840223,0.1144680805030112
SMDT1,-0.1414273534275249,7.784025958321626,6.032958320861041,0.014761034182456433,0.07483113369086762
KMT2E,-0.14177532198236079,7.630141569841942,7.067451148268773,0.008385364555853191,0.049666344863014286
MIF,-0.14190868094223982,8.125255966250092,4.208123087733226,0.04133197616518878,0.15724922967631838
PRRC2C,-0.1420357661497398,7.656814330209728,6.552599810223439,0.011096013752093065,0.06066596796161838
AKAP9,-0.14249920194362567,6.958224695450784,6.399015098325357,0.012069712206663006,0.06470745138452133
CAMLG,-0.1432829317616598,6.702565087358249,7.6699620027949,0.006060861764237151,0.03842094937302226
RBL2,-0.14369748590482445,6.235402774718704,4.021718376592312,0.04606143094875909,0.16880794732861634
NACA,-0.1439544714715963,10.674034274547758,7.924547021364092,0.005287513891641389,0.034690528203761894
VIM,-0.14397291351884386,9.230764369685915,4.046852197762737,0.04538730636418472,0.16725204568294622
NUCKS1,-0.14433857215250953,7.253789380572854,8.000603155738368,0.005077423867269774,0.03349957153496837
HNRNPA1,-0.1448218622768328,10.172942125085685,15.540754860190109,0.00010636193988263044,0.0013632345901350258
SON,-0.14513741330146568,8.529952030512561,6.017966509327752,0.014883472725425421,0.07503545360119364
WHSC1L1,-0.14530838344778005,6.677409358694889,5.649131449408497,0.01826211638446515,0.08714912305139981
MRPL34,-0.14752967142581536,6.168451882913351,4.591047174237316,0.03316448156849158,0.1334258859672333
HAX1,-0.14769289794547064,6.356860057864823,6.056841667509351,0.014570150325072726,0.07421126511934437
RNF126,-0.14827672621716406,6.653568046619112,6.624075179851688,0.010672370868278176,0.05903784403666618
SRRM1,-0.14879681540447795,8.003124552718234,4.874807740635053,0.028211381521622662,0.11763519174927281
RSL24D1,-0.1491024565205623,7.86842610496229,4.876312445758287,0.02818739025775341,0.11763519174927281
N4BP2L2,-0.14933290079633071,8.111750455831114,9.972523778752363,0.001795609894809331,0.014674574941725735
SRRM2,-0.14970067845995197,7.505659589185895,6.582083739646909,0.010918780431312997,0.05985562453959639
DUT,-0.15011879785202598,6.670154929729027,7.1930011462559245,0.007835631527154545,0.04706395325721123
RPS24,-0.15027112385815614,11.798025695152734,15.333851440201958,0.0001178697756196836,0.0014855340455015612
PNISR,-0.15095796123867347,8.496125947217568,19.46813011346212,1.5544656177060586e-05,0.00025585958640909196
FAM65B,-0.15168678846111916,7.414606042438827,4.211144165794452,0.041260364041184404,0.15710419457564614
EIF3H,-0.1532996057822101,8.254420049572966,9.558875922924754,0.0022284583265379707,0.017422830016316036
EEF2,-0.15353033871209942,9.500216843627543,6.404631394747806,0.012031595082300003,0.06457690220946145
FAIM3,-0.15409565082680945,5.964900904269904,4.361750273014289,0.0378299568091324,0.14726998123787557
CD44,-0.15498990217863112,8.126034060270028,7.572815934374436,0.006384410016700836,0.03982615344194631
UBE2G2,-0.1566155031279253,5.496297794760967,4.098867301775424,0.044041465601715755,0.16444863579845492
CHD2,-0.15674622575337957,6.45229431175279,4.675977073107778,0.031593016159846055,0.12785389932904032
HSP90AB1,-0.15715300155327702,8.343064190337387,6.031635118064241,0.014771611553558604,0.07483113369086762
TC2N,-0.157192940724653,6.268028849017051,4.692292171143919,0.03130135312033138,0.1270026551594434
TTC19,-0.15722688854399935,6.467084076607921,4.496285954970464,0.03501249445408375,0.1386022037840564
SETD5-AS1,-0.15784305877918267,5.993020347409586,4.352401153233175,0.03803364717016072,0.14781759641692124
ADD3,-0.15836118384576275,6.6319200859026965,5.637049257298685,0.018385461360934843,0.08747079030846384
P2RY8,-0.15902311568364352,6.051463054405972,4.071391397442517,0.04474989341608146,0.16594604744255978
NECAP2,-0.16000361158667467,5.972953985295423,5.105665029068143,0.02476318428996652,0.10686251040118769
TMED10,-0.16035035634878447,6.424878057908641,6.237701876123105,0.013188513353240932,0.06935797773548566
FNBP4,-0.16075434294618826,6.040191507562648,4.266974735340953,0.03995462411453232,0.1537548332414037
FTH1,-0.16130880557062796,10.835423262587078,9.21900200666904,0.0026631452659259896,0.020052671657237266
NPM1,-0.16240121675799024,9.331259482115856,17.874046021591376,3.3729232286250315e-05,0.0005087582914945346
PPM1K,-0.16296249787683628,5.780650778756459,5.122765979143439,0.024526141900004305,0.10652975153048165
RPS15A,-0.1631035170730827,13.040861755844805,24.884166295798963,1.178701133911505e-06,2.595909398675526e-05
RBM23,-0.16346308515467403,6.008203185884755,4.733965399842251,0.03056795292564867,0.12479918814118184
PTPN2,-0.16360136659433525,6.572894341185931,7.7544246712271505,0.005792765366286434,0.03707211778069531
WIPI2,-0.16409491550309888,5.537278133230869,4.94570465733964,0.027105533773196463,0.11406756616905508
PTMA,-0.16445818585036706,11.579691233716035,16.387515286189505,6.996109677922174e-05,0.0009457853169778938
CCNI,-0.16494232800453498,8.418041487469067,13.819667912180996,0.000251222710129846,0.0028604022650949214
EIF2S3,-0.16545711850147615,6.821069446298397,6.801337811371349,0.009689458806870612,0.05545296018162641
NPC2,-0.1659070805529922,6.261689096444172,5.922104678020582,0.015696474729130903,0.0771017413134587
RPL36AL,-0.16727584285552644,10.092531616489305,25.054714760173592,1.0881026104805105e-06,2.4190944766654382e-05
FAM162A,-0.16727886165230793,5.96078104420149,6.467847197257013,0.011625829325079244,0.06283037484325661
RPS10,-0.1679005258871478,10.708668178019934,14.475751738203872,0.000180792321550538,0.002163512194881566
STAT3,-0.16798510939556174,6.716203866272879,4.073120971769325,0.044701519214486264,0.16589780588224293
ANXA2R,-0.168126856481012,6.346059169605003,6.889618841334933,0.009236406103929609,0.05349133460930098
ASH1L,-0.16848750607993485,5.9515702981818475,4.55873792433067,0.03378447632998111,0.13511972223607477
RP11-660L16.2,-0.1688914362190403,5.766749269313617,4.076434184071895,0.04462006826114983,0.16572663516472988
RPS2,-0.16906672922601607,12.71432403372932,31.26274680671618,6.191772962172067e-08,1.815350435346823e-06
FTL,-0.16975489284167028,11.051557926728124,30.580715210267865,8.44846274334086e-08,2.416569434695852e-06
PFDN5,-0.16985306981698303,10.391560671113075,30.43798049704541,9.017392082865451e-08,2.563671894589202e-06
APOPT1,-0.17017701789976894,5.224071956591443,3.9953613588262322,0.04677165555501992,0.1707438414074696
SQSTM1,-0.17122789749835882,6.634822172444225,6.71780671535917,0.010140642502282632,0.05696976524336267
MBD4,-0.17136034200718037,5.569262462342219,5.315863540654412,0.022002758150347326,0.09839364965040925
RPLP1,-0.17310805774708282,12.986978295302807,31.26450633266697,6.186817147118863e-08,1.815350435346823e-06
TMC6,-0.17319576381186624,6.661138910626337,7.11430268428872,0.008176369927822507,0.04873615162822793
RPS15,-0.1741143702331352,12.363657800075183,54.99011998969597,2.147967081005846e-12,1.354050570824252e-10
PREX1,-0.1742407847068927,5.296214308963654,3.912876915962575,0.04908067643176827,0.17696960272207915
RPS7,-0.1742502098228308,11.768256790631304,26.361909594423445,5.907141097723381e-07,1.3924823562522805e-05
NCBP2,-0.17432792159813867,5.5772191173844385,6.092057657403027,0.014291466404886146,0.07342964830812805
TOPORS-AS1,-0.1743956984783584,6.2636142333596565,6.741064340101249,0.010013939192086622,0.05663159109696882
YME1L1,-0.1748884729498746,6.310258159127621,5.048541033390871,0.025572912124529685,0.10910573039095997
PSIP1,-0.17558101471268284,6.940502101552516,11.903399701843544,0.0006634898810034304,0.006443956587550916
UBA52,-0.17611839670172036,11.461967145337992,29.058989916410983,1.6960932831238783e-07,4.546499194933779e-06
NDFIP1,-0.1766385448053346,6.639336126031858,8.939198496047446,0.0030865220901539667,0.02265864651785956
MAPKAPK5-AS1,-0.1769757782097152,5.529876639325995,4.97875915884035,0.02660315996857805,0.112529687477547
MPHOSPH8,-0.1780102832447426,7.328680992435663,13.68420129439365,0.0002689778705653737,0.003025839786144288
AKIRIN1,-0.17866418342527884,5.730574941640183,7.244357275015344,0.0076233048325495345,0.046024353886087346
GGNBP2,-0.17868289571450632,6.548292282612908,9.826661998022592,0.0019380737145836895,0.015729245320263128
SF1,-0.17917075286291387,7.893349968330651,9.64831946185824,0.0021266418826414494,0.016908605205883116
TMEM66,-0.1794983354609396,8.964553886819052,20.700438736133833,8.584113748890886e-06,0.00015369495265666849
CAMTA1,-0.17959836400523027,5.763908189319391,4.169206607170848,0.042280783729304335,0.15934234193150296
EXOC7,-0.17964035288641253,5.32769662537908,4.0569112261774,0.04512656525364689,0.16642194780256098
USP34,-0.17977715245093923,5.774695143192939,4.892262434411733,0.027939198663902973,0.11683351477491023
PNRC1,-0.17989336225568134,8.697413867596797,10.859888691810767,0.001133464943981709,0.010225161638881148
ST3GAL1,-0.1799569078010674,5.561553486130699,4.821786568445931,0.02907906782994764,0.12060999751572447
LDHB,-0.18014619879434457,8.41648716912473,16.894633860920205,5.450605100319398e-05,0.0007655325905867753
LBH,-0.18043934207074191,6.877378725365799,8.35710299792157,0.004199706847161093,0.028760328204427282
SNHG7,-0.18069587498428563,6.414733729702765,5.199058045787506,0.02349264161760312,0.10337207748316274
SMAP1,-0.18086218423981099,5.790750048176098,5.959375837152514,0.01537769360717171,0.07633519651983334
CCND3,-0.18088607815093025,8.032824702992519,13.648790808650828,0.0002737785223795966,0.0030578453535302086
DDX18,-0.1823633087977429,7.050442932142878,8.450104026454365,0.003997258687922415,0.02757520662506478
PHF1,-0.18274784409826395,5.962228507279408,4.285295305061838,0.03953474282772762,0.15263990008631298
MT-CO2,-0.18283568770216688,12.29475278078455,43.97372281918832,2.2348333956656033e-10,1.0589498443502368e-08
GPATCH8,-0.18414812615117365,6.1525629297215625,6.233550908957539,0.013219554987507596,0.06936569624876748
GPX4,-0.1841729831883295,7.80567381992138,19.17880124357182,1.7883626922549015e-05,0.00028828898245249977
RPL28,-0.18464096594692467,12.613499075771598,24.859525290172417,1.192410922514208e-06,2.613831606315023e-05
MAP2K1,-0.18473073206904328,5.285786472760612,5.370749677337725,0.021333564453169335,0.09678505884895294
KATNBL1,-0.1850489090357817,4.969989887118814,3.9039543836043653,0.049326254276624876,0.17744590399666202
CRLF3,-0.185285230317181,4.986537828352278,4.097391726923362,0.04406564382832186,0.16444863579845492
TMEM147,-0.18565115380967973,6.270572356033127,9.902214389070028,0.0018634940108847922,0.015176476397674582
CTD-3184A7.4,-0.1858723997688377,5.531120488051159,4.06738619667933,0.0448547717835364,0.1660724028702204
LINC-PINT,-0.18622575651448459,5.815803429383196,5.469511510613181,0.020189439437995848,0.09341073629288307
MRPL33,-0.1873667861095049,7.016410282861709,9.38357873651328,0.002443130252715139,0.018726673227919474
FAU,-0.18739700799167847,11.595359281291543,57.6159185347806,7.303845918713655e-13,4.965556696331269e-11
IL10RA,-0.18770352739897248,7.045157439461726,8.274596030750102,0.004387838786173038,0.02983094455933003
CDKN2AIPNL,-0.18799809983083024,4.8609724019967055,4.057235256539039,0.045100285022003694,0.16642194780256098
EIF1AX,-0.188578996161165,6.838549093394795,4.891672838020499,0.027944404940833358,0.11683351477491023
RAB22A,-0.18860016127801635,4.857859674640662,4.004159135337573,0.04651642183137544,0.16996034978087896
MT-CO3,-0.18958579642222426,12.144336763156188,30.742816240134104,7.846196807618722e-08,2.2720067422555203e-06
PARP8,-0.1902588198031554,6.257689369694109,4.5821356750136895,0.03333375526703753,0.13387726537472008
ZCCHC11,-0.19095949503143153,5.984429028951795,4.419824444507658,0.036586438936168364,0.14361807565296753
CCDC91,-0.19128612852671745,5.615692276994942,5.969605605534863,0.015290967248844742,0.07614641970735742
DENR,-0.19132360333293946,5.840743836218273,6.721922428670755,0.010120024884686017,0.05692210639575792
RBMX2,-0.1914122986970508,4.931032671911793,3.91539425055032,0.04899499876006721,0.17693267065702487
NDUFA5,-0.19149624614292238,6.632572255251786,9.598862786236092,0.002182895996336083,0.017152370383270627
ST13,-0.19160643930567048,7.400988217927809,20.340194835306953,1.0210257867535432e-05,0.0001773937765059582
RPL7A,-0.19191064511963524,11.380375929329315,8.885458842196028,0.003174429459857773,0.023051468415159152
RPSA,-0.1929230204461545,11.294047411143538,13.75830024357304,0.0002590819045043592,0.0029215221491104546
TRA2B,-0.19318643391690657,7.850187568241601,8.89428850646733,0.0031598286812337946,0.023019091285822184
FBL,-0.193352031503864,7.275807539259977,12.439846894348557,0.0005047183103918571,0.005158243124288022
RASGRP2,-0.19351007443065144,6.6318276567730665,10.763076402466712,0.0011919665580692297,0.010650504997910011
RHOT2,-0.19370863378840306,5.512668131545544,5.216536950641413,0.02326441901494136,0.10256897518711457
SP140L,-0.19377163144702977,5.370227454370312,4.521853045736613,0.03450400233558121,0.137168029623908
C21orf59,-0.19389994828065618,5.019624074690935,3.9107692493476174,0.04913220209475446,0.17701932413709154
TMEM261,-0.19393639660903844,5.658189813918282,5.751503775838692,0.01725484493816036,0.08318856896701979
DDX21,-0.19445038468245268,6.5947500021165775,6.834048334929355,0.009519071359496065,0.05479013956735711
C1orf162,-0.1953224581342495,6.173476241799715,3.9303814146840583,0.04858303881471735,0.17590427870477518
APEX1,-0.1960315519611707,6.073737777050929,10.043401292485932,0.0017315909043883143,0.014300867838883067
RDH14,-0.1967960884093387,4.927756587793721,4.253374157938119,0.04025346860471102,0.15452456728698805
MALAT1,-0.19697176318058948,16.398612017509006,37.76328881313726,3.3579581884081003e-09,1.2911624476903605e-07
RPL29,-0.19713015255671035,11.566947411270368,25.58774968960701,8.477623768769142e-07,1.9399284438680998e-05
CNIH1,-0.1971926873002384,5.70945693044143,5.352125431312593,0.02156032084511238,0.09743837324446873
FKBP11,-0.19801420911435816,7.012976288207314,13.34718772371333,0.0003187991627200895,0.003527091679999858
PABPC1,-0.19853725228453997,9.349727708259215,23.39980051240535,2.3720073351650972e-06,4.8589896983665816e-05
KMT2A,-0.1986868092452303,5.82120993527516,5.05126638075434,0.025535371687423418,0.10910573039095997
RPL26,-0.19902072512919472,12.385581092012176,65.70608989842987,2.8052143361768235e-14,2.3164232469048135e-12
C15orf61,-0.1993333242284398,5.560782591293594,6.073222300795328,0.014440463800244711,0.07379108462630495
ARL16,-0.19984791160327692,5.221830870269749,5.072272808830813,0.025229942105976764,0.10808553280286483
RPL37,-0.19998375459063045,12.291332546394752,16.22445344271426,7.582399543736045e-05,0.0010076214237865662
TSC22D3,-0.200201856884572,9.308021551836593,6.366842448599603,0.012283472774657845,0.06555377791344705
GLTSCR2,-0.2002743303764131,9.703624077024354,8.329108436062862,0.00426197249890171,0.02907356368712885
RPS27,-0.2003002817171813,14.171591928682899,31.70274547312204,5.0696066990397265e-08,1.534291937109378e-06
SLC38A2,-0.20052485323024954,6.973776390084181,5.093442918474651,0.024930657436680843,0.10739184025295669
RPL23,-0.20117336185995968,10.749092133409297,35.89519472168766,7.693535609852535e-09,2.81956058951705e-07
EIF3E,-0.20199816820433067,8.886584812342013,23.310780086578525,2.4741071861241837e-06,5.0461029609167586e-05
UROS,-0.20225577562323976,5.451994125492649,5.64554428989283,0.018300656626834125,0.08724428885821024
ZFP36L1,-0.20257563767570053,7.163897859656159,9.537213128877461,0.0022541210445692463,0.01753579074639193
BCL11B,-0.20404407853118123,6.293551174987889,5.4783209318761505,0.020088772648184365,0.09323286732234118
USP14,-0.20416687495220634,4.822356300408822,4.030192482516519,0.045812847785464086,0.16836963803519686
CHMP3,-0.2046550302414223,5.725162281647062,7.941177912225986,0.005243321982431698,0.03444877229634047
JUN,-0.20485487820108664,9.685429555497123,4.69972057370456,0.0311646990878799,0.12657454841666202
EPB41L4A-AS1,-0.2049452646092462,6.408325913076025,7.67531336302844,0.0060441490037083535,0.03836685111826236
C19orf60,-0.20514923058423068,7.274255579021811,21.847068814063512,4.961442775461765e-06,9.347039381402066e-05
RPLP0,-0.20583070141589313,10.707298448703494,17.718902392270333,3.638497860131556e-05,0.0005453096952676399
PEBP1,-0.20612145062011647,7.405186740471362,19.05661541192861,1.8977596955346586e-05,0.00030487639492305084
DNAJC9,-0.20645075900928747,5.2608347553308725,6.6806630454300135,0.010347712422496273,0.057787046397535735
PRMT2,-0.20686683247944815,7.427793401594735,8.682288170144842,0.003534404458906877,0.025045153046423203
SMIM4,-0.2072954316902924,5.03165255634671,4.109248106236663,0.043764290167370094,0.1635842909762017
QTRT1,-0.20744957584625187,4.8737242996803865,4.373491344676386,0.03755342299961286,0.14643649816391016
RPL37A,-0.2075536351320916,12.119116676494498,21.852970967615754,4.9448301664748e-06,9.347039381402066e-05
CMPK1,-0.20758967810585988,7.437327358964994,9.977161682065663,0.0017913925771744074,0.014665658952050863
RPS9,-0.20767392212945096,11.530813746338053,53.648384297264336,3.742727578776029e-12,2.280147411953033e-10
ERLEC1,-0.20792997661255974,5.62352497502089,6.238037360823739,0.013187733117862978,0.06935797773548566
