,logFC,logCPM,F,PValue,FDR
MIR4435-1HG,0.5511956427391211,5.78039352962593,37.937568196682896,3.1286463293041285e-09,1.2230399942304722e-07
TSPAN2,0.533074971720555,4.1007177216397155,16.985636220971642,5.079111380986422e-05,0.0007220033784305244
ST8SIA4,0.5303457210256868,4.384620910312126,27.786269850640995,3.009517356569968e-07,7.5901322148761935e-06
TESC,0.5249629269775918,4.45136432875407,23.715378059606607,2.0258973860320466e-06,4.2426270704805045e-05
TIGIT,0.5113104563944514,6.135842451512003,22.932070576567494,2.965773253044388e-06,5.971005291858894e-05
FCRL6,0.5066984492847324,6.724978943604102,35.10546306630703,1.0970843986914277e-08,3.840614115120513e-07
POP4,0.5046752266505035,5.041182760188321,35.12302193039231,1.0935443190544527e-08,3.840614115120513e-07
NKG7,0.4880096359382544,11.96009003845196,129.08002794531495,3.6846903924624356e-24,1.5713529664582987e-21
HN1,0.4865262563276631,6.2074699638464566,54.99139121268717,2.1648644811728607e-12,1.354050570824252e-10
ABI3,0.4811883134694911,5.833964779109945,23.960788687014027,1.8250260329968452e-06,3.9092224295836534e-05
CCL4,0.4781114408351926,8.94122496084279,48.65744544442675,3.028091261145794e-11,1.5960422591050472e-09
CCDC28B,0.47808106707516385,4.319596394097866,17.231973870560036,4.577956484804571e-05,0.0006597933278383099
AOAH,0.4750308019383349,5.510009718949278,26.74333268609924,4.96913939798834e-07,1.2015583977300673e-05
IDH2,0.4747642164231854,6.763506503035967,51.646482789686445,8.646014126670531e-12,4.946152715635544e-10
APOBEC3G,0.47256803527884417,7.323041059756105,38.55674361000662,2.3685355377024903e-09,9.496410433643062e-08
SKA2,0.47090301750367425,4.843161273107604,26.095889565618055,6.700539122984713e-07,1.5407955404863377e-05
SMC4,0.46360606123251524,4.795750917629347,19.03016200697338,1.9228384747743684e-05,0.00030785103362343215
GZMA,0.44636222407448767,9.899071783304763,71.67288384118281,2.6891450833934737e-15,2.6839956566380393e-13
XCL2,0.4457282203181704,5.986736582449094,16.643392552708253,6.176376467445772e-05,0.0008544660984322195
CMC1,0.4395974780787417,9.585021387278562,29.132045615071775,1.6401509999211957e-07,4.447368983023312e-06
USB1,0.42898649834295194,5.106707739626515,21.11009090469223,7.073766602547305e-06,0.00012861643074631553
USP28,0.4274796864406335,4.592208424558845,18.136526584705614,2.9584825952906797e-05,0.00044768522111318
CLIC3,0.42719165056869673,6.331144488141055,30.047147584505527,1.0809862335912921e-07,3.0183966796290186e-06
CD244,0.42594929298722256,4.795145760089235,13.575603166049873,0.0002839959100752647,0.003164429487323199
BATF,0.4201896219032687,5.570575579386268,12.01951857836071,0.0006257401897492564,0.006148753104151467
PYCARD,0.4196525618058408,6.39036534293235,43.809473770829285,2.409639094270297e-10,1.1303616991221961e-08
MT1E,0.4184186893126044,5.247038356897415,13.165137676055688,0.000349833522342391,0.003861338948960367
HIST1H1C,0.4180768816474017,5.221112804836184,10.136757242968569,0.0016499756613607846,0.013842090978897399
PDGFD,0.41531489904774443,4.1390431292735546,9.530356362773524,0.0022485918887727168,0.017521834801051187
RFTN1,0.39958858394117547,4.901226905691378,18.332111330890744,2.7008685844900376e-05,0.0004181443739222035
PDZD11,0.39957335230215624,4.354762813020772,10.534694862536622,0.0013364665650230053,0.011784520031058116
FAM160B1,0.39919614704196205,4.242015520848419,10.472030326429694,0.0013787268091606285,0.012111624460248143
ZEB2,0.3989465806289494,6.809357776832098,30.08925127312801,1.059428313339045e-07,2.97591510052303e-06
TSPAN17,0.39644289254318704,4.566933892618261,15.430544037580006,0.00011206158287225653,0.0014246094451321285
PSMA5,0.39577148953968544,6.299725394717541,38.75905403758835,2.1735264337005294e-09,8.866097826512333e-08
SERTAD3,0.3950165336012404,4.66555252145649,5.6237862082223415,0.018515155601907085,0.08782062176799406
TMEM2,0.394307092618784,5.7622857473329026,10.382881547587843,0.0014517224986064661,0.012614910708243162
FGR,0.3931635041563823,5.92703931916634,22.904609759536743,3.00627684575567e-06,6.0266857621537814e-05
PSMB2,0.38942607088748804,6.130109211635025,35.50551989564954,9.195216520842149e-09,3.3180585153285015e-07
ADA,0.3889721177603288,5.332936555019593,21.211092622674155,6.7425821371940005e-06,0.00012451285253597572
NCKAP1L,0.3861746092737714,4.952440699593277,18.37998232088753,2.6396021170797153e-05,0.00041137453592096163
SUB1,0.38503788208744605,8.731030992629513,65.69866166599624,2.8146690486799058e-14,2.3164232469048135e-12
MTSS1,0.3839790265870115,4.469284699207042,9.511082432906592,0.002277723557624668,0.017690068226518738
BLVRA,0.3830509123480623,4.510591707376933,14.148514757343653,0.0002123529705600488,0.0024718307317548108
LAP3,0.3823446547563914,4.775319875020579,17.564735263320046,3.923465234760991e-05,0.0005805985935729908
GPI,0.37836027958866525,5.438421199857762,26.277150821906332,6.176326127124863e-07,1.4486572931171364e-05
BAK1,0.37716882580267425,4.442548828805209,10.79572683513787,0.0011686213618111662,0.01049980135103731
CLIC1,0.37574331798038146,8.734609000941196,67.35963406575847,1.4581843729465888e-14,1.2906307346212167e-12
RAB37,0.37427568600873434,5.5894026598624675,18.679539827627565,2.2835512321487348e-05,0.00036067807508450217
C1orf21,0.37248211232860506,6.322066811540028,21.298960595875116,6.453224972756824e-06,0.00012012729502858039
SH2D1A,0.36895373959806443,6.780081247372522,33.6122171591551,2.1424822395136424e-08,6.931299438316205e-07
CAT,0.36556341352884336,4.882219132165627,16.400436490454908,6.957199978114302e-05,0.0009432434999229535
TFPT,0.36489589756697993,4.894584766776281,14.211832905800634,0.0002064399969016707,0.0024270927956534767
SYNGR1,0.36354666900759347,4.654972558300993,5.310724064055701,0.022030690313835227,0.0984247316782867
BPGM,0.3602242147326495,4.417601032124495,9.739563969056244,0.0020216971289677968,0.016295156755993013
PSMA4,0.35929514029437054,6.929571742147037,23.14381038728342,2.6792372598767535e-06,5.417371545724936e-05
TOR2A,0.35797622539499124,4.818093945366582,12.690577169315619,0.0004442766292329417,0.004652012651186896
TXNDC9,0.3570804484405047,4.841982389884177,12.236822940734868,0.0005596987026015729,0.005610142337401664
PSMC4,0.35707357086423847,5.594112953639118,21.081904668468685,7.170820819690192e-06,0.0001298776851936938
ANKRD32,0.35681703623295086,5.006166992765094,14.031860008780361,0.0002260667309655173,0.002612017327485817
ANXA5,0.3565813557279501,6.222052163056681,25.397120888437247,9.289371385903113e-07,2.1051420855686718e-05
DYNLL1,0.35599483165992907,6.936375824559081,19.811942851278182,1.3171715830292888e-05,0.00022387144550689832
PLEKHF1,0.35562201326081383,5.054885467402856,8.68646544400741,0.003526820575445348,0.02502922136068703
PRR5L,0.3553450265152879,4.5647490597803815,10.222153649115365,0.0015740497357288775,0.013474210420263075
MPDU1,0.3529819119945341,4.351115507245758,8.527972971525644,0.003825677181034269,0.026745531529406494
PPP1R18,0.35296548089648294,7.260486522954939,29.09653197444777,1.668194007170521e-07,4.497412694044203e-06
TPST2,0.35280820504073296,6.54135298578437,19.866725012306002,1.2833521309232595e-05,0.00021891653986040038
S1PR5,0.3490479338547465,6.083183554692022,19.21287522817134,1.7615916037001674e-05,0.00028495262803301675
UBE2L6,0.34377425664849864,6.492961964019574,27.308375985998662,3.811982312798126e-07,9.41158369965053e-06
RPS6KA1,0.3395941434780911,5.714213882697243,12.722988294561071,0.0004375048589024431,0.004611989422722159
C12orf75,0.33809810081180586,8.263538408097045,49.81212400607079,1.8607905465116824e-11,1.0149963318239886e-09
PSMB10,0.3375046718042595,6.839625231842532,23.157224049796092,2.6625597793196114e-06,5.406955811596665e-05
SPON2,0.33533433194469325,6.657644511642962,21.16026186359265,6.893932633708518e-06,0.0001259343858687156
HIST1H2BK,0.33502606495744386,4.81464531602407,12.36424154054084,0.0005243667338720229,0.005289901824932601
GAR1,0.33187680129195135,4.576681085466049,10.615676257834393,0.0012839318803547668,0.011385490455093026
EMC8,0.3312077823822654,4.374697524462603,8.8863359607296,0.0031650637133564933,0.023019091285822184
NELFCD,0.3310712809355747,5.743833654597559,22.244050083509272,4.117112427767797e-06,8.047239332774473e-05
PMAIP1,0.33084700588446825,6.308270122034473,4.4663846670473175,0.03561872378884178,0.1407644762371161
GEMIN7,0.3305319904503959,4.800327239736226,8.32730302770164,0.004265810676728458,0.02907356368712885
ACAA2,0.3303417146597839,5.4995184231837015,13.370332224006157,0.00031544531988768234,0.0034982363962012242
MPST,0.3262345247230409,4.6020483170026045,12.019404011096514,0.0006241920572134127,0.006148753104151467
ACTG1,0.32456116418558556,9.948764303115182,27.4064392043808,3.636284329669605e-07,9.034839010625913e-06
GBP1,0.3237509083515286,4.989105658915947,9.021463649551634,0.002956088540967756,0.021906810972637827
PLEK,0.32203387038352776,7.15621435816869,16.48941202317078,6.655449780899627e-05,0.0009128864012339225
LINC00152,0.321872629114364,7.304103220962165,21.266454759099208,6.54646615085685e-06,0.00012138131507379244
MT1F,0.3216034193170387,5.572571267069472,15.322409579542716,0.00011875405394651149,0.0014855340455015612
PPP2R2B,0.32091376495628743,4.785799861897383,11.316305468989373,0.0008958785508765764,0.00833842516301988
PTPN12,0.3203603480496221,4.477974262526898,7.388420045325286,0.007037664265963623,0.04315514127011158
CTSC,0.31796437011169154,7.191119785281042,30.68420814986759,8.065601300313226e-08,2.3212107791269534e-06
ISOC2,0.3175438298570647,4.354123362257138,7.895014447975353,0.005359535835570854,0.03492244035195843
DBI,0.317000420253904,8.00831773221793,59.0954075924771,3.99902799341167e-13,2.8860677410914064e-11
IFI35,0.3154733390832659,5.182520354947804,13.05227935968258,0.00037038222148128643,0.004050030305288379
CD8A,0.31523730757177304,8.347457235365619,18.783580627054604,2.165967734292821e-05,0.00034442558107008895
JAZF1,0.31489427984236873,4.455524419484775,7.015069564575782,0.008611664896879447,0.05043360802904056
ITGB2,0.31430529670564045,8.89881573665451,34.17458891866689,1.6610565783608125e-08,5.605767200784585e-07
ACTB,0.3141636418192116,12.21810137230499,76.15994467795349,4.757002459563692e-16,5.57877463445332e-14
C5orf56,0.3137029468042503,6.765095535483998,26.25434431689806,6.217911283134521e-07,1.4511553148847778e-05
SLAMF6,0.3132386199824105,4.776131150808394,8.069154798084423,0.004894096864631541,0.0325648345985625
PSMB9,0.3127184815632568,8.341558755243678,56.60444683009628,1.1058633641232802e-12,7.306485973383531e-11
RANGRF,0.3115548473550974,5.386776715982933,16.485584812949757,6.680596764157054e-05,0.0009136641230513336
ASNA1,0.31136701715594817,5.855247084175309,21.924983805830877,4.790721926810035e-06,9.135478275880438e-05
TTC16,0.3106516112066075,4.6412713267767725,5.794248767247476,0.016836127274092845,0.0815891250441834
ITGB7,0.31020723302859693,6.6417764178290195,19.429683101841935,1.5847675175755077e-05,0.0002590294224720107
CRTAM,0.3101139754208926,4.72702125149741,8.457521871276924,0.00397881960237463,0.027488428210220014
IL12RB1,0.3089428020973056,5.57964161629787,14.15982768332937,0.00021209791310860992,0.0024718307317548108
PRDX3,0.30777966671723156,4.359027164102342,5.110955937087935,0.024657266323436518,0.10686251040118769
SRRT,0.30755662376862924,5.286409348533527,15.367509707826125,0.00011613458339569206,0.0014684294628280095
NME1,0.30442494131263903,5.133013781584898,11.939439142417237,0.0006518792258635581,0.0063575165250019765
C19orf12,0.3040963165309808,4.376606647781193,6.599441322405635,0.010798951741947081,0.05952747664097974
CD81,0.30394766814481833,5.144479204035737,11.126875645769221,0.0009886392943254019,0.009058021347032149
LYST,0.30307863424008274,5.90083338248545,9.652579216967053,0.002123163610087398,0.016908605205883116
G6PD,0.30272739211909705,5.482853003921694,16.027073445173546,8.375120587861707e-05,0.0010943646428317345
DCTN2,0.3022040997168515,5.698753266723484,12.839750393164493,0.0004124059679337945,0.004406825502454283
EIF4E2,0.3018456292205665,5.287269815582561,17.546728290513723,3.967386526039947e-05,0.0005847503758708361
CHMP1A,0.30145870031058464,5.04584733786666,9.656833927844366,0.0021182799168095495,0.016899406615227205
PTRH1,0.3009423479931026,4.8686691100837445,7.759501774604003,0.005776006860673104,0.03704598701312889
PSME2,0.3007705125052649,7.967752786235072,44.932773630934754,1.4804860669640192e-10,7.388255468221504e-09
SCAMP2,0.29976088811067036,5.676721808309832,15.058777728950718,0.00013536697134476183,0.0016579803200477226
PFN1,0.29962648774167555,11.150301319556696,67.88605918436103,1.1842595627767763e-14,1.0683387709588188e-12
ZMAT5,0.2992779300476775,4.578035495064219,7.809314238948488,0.005618778220581707,0.03615595148525211
ATP6V1D,0.29690767745257335,4.783470967908543,8.52336752836704,0.0038438080228929503,0.026832296778855402
CAPRIN1,0.2960957367004985,4.498833790767513,6.823781170957053,0.009560705976547778,0.054962342813707876
TBX21,0.2960104652399784,5.885590893927929,13.148582869156568,0.00035265897970748587,0.0038742933812829423
GLUL,0.29556324519365096,5.107247091101344,11.816026739020815,0.0006941173002077581,0.006651471955168035
C21orf33,0.2949269243921509,5.171343308008439,10.128271765958022,0.0016570838702322072,0.013842090978897399
CORO1A,0.2945897604569674,9.56783330618041,44.58843677574906,1.7156010965963358e-10,8.296788396013827e-09
STIP1,0.29371262412710314,4.80170561944506,8.94974018778073,0.0030683872501946034,0.022560822242418316
FLNA,0.2928831712862338,7.5909958246537785,31.47811882860042,5.617271951526901e-08,1.6783836130326557e-06
SLAMF7,0.2926614052284102,5.284837758780589,9.909498812358752,0.0018569891549873837,0.01514980195834055
ACTN4,0.2919787367819284,6.0831971951068295,19.787440416202475,1.3344174243998116e-05,0.00022598383169167928
TWF2,0.2917963580660069,5.994290535612715,12.901852533259527,0.0003995178430334476,0.0043034196385272686
PPP1CA,0.29165517802397434,8.252531584521002,42.8612129194693,3.614236397322435e-10,1.6302291288307254e-08
FUT11,0.29143865390484763,4.630091609450132,8.144173558164008,0.004697886268654793,0.03161805521701526
TPM4,0.2913546754827899,5.610810343437509,11.722059241253028,0.0007285046405590825,0.006931876813108836
COA5,0.2906563899632467,4.834882065020696,11.12631886007146,0.000988057165227586,0.009058021347032149
UCP2,0.29045591852213376,7.8838948391058725,26.631687485692748,5.211397338582731e-07,1.2536751238611071e-05
HSPB11,0.28934199716664527,6.016992123206737,13.677008639187077,0.0002701602673364407,0.0030269504395856782
MAST3,0.28817087101696814,4.635554448413632,6.020039362191702,0.014859337144276494,0.07503545360119364
RIOK3,0.2867810016452469,5.247846581848345,5.40063827197966,0.02098303682847515,0.09565736225692607
JAKMIP1,0.2863877623819237,5.14956451812438,8.825903400452754,0.0032776858118369846,0.023582245618600145
TXNDC17,0.283915802545072,5.500175928862705,13.032934688508034,0.0003740474667568042,0.004080596898967833
NDUFA12,0.28326106365317,6.948535879865523,19.76672295980453,1.3462163327625866e-05,0.00022716189989170122
NDUFB3,0.282955278156462,6.408776707499302,17.619640796875853,3.8229937105630944e-05,0.0005675209967168188
C16orf87,0.28295049675258205,4.831320651009793,4.064030583149403,0.04493584861213065,0.16611037497202907
CISD3,0.28291423895492585,6.1549162148701875,16.289853137427926,7.349697414739924e-05,0.0009850694449298565
ACSL5,0.2826535644914985,4.3955551093639516,5.399129704516404,0.020972808940915223,0.09565736225692607
FAM53B,0.2820161358266558,4.393510386040311,5.674813016539091,0.01797864106296166,0.08614688991455889
NUDT1,0.28174818065657686,5.2574143838273955,14.313247689865724,0.00019642212958958114,0.0023326992655815825
ETFA,0.2802478153084763,5.61225936432229,15.331337253492912,0.00011822380797795156,0.0014855340455015612
ANXA6,0.28023834339362275,7.624421478528728,21.196496682151242,6.768445405387723e-06,0.00012451285253597572
SLC15A4,0.28010203307868503,4.1438839720036595,4.553955936843733,0.03380899755417147,0.13511972223607477
INSIG1,0.27878237924108534,4.986650052157658,8.853351008937068,0.0032298695579402064,0.023345636512014652
ECH1,0.2787609448291639,6.636196742316273,20.471049633474944,9.592098851192576e-06,0.00016852635097731975
KLRF1,0.2784370370797268,6.684075564536284,7.462429606617616,0.006775772696067607,0.04193291519426536
WDR1,0.278406372045305,6.835383349586389,18.609545392878406,2.3582379995785867e-05,0.0003712246461752735
SDHC,0.27824888432568695,6.143542113386001,15.08507044503735,0.00013352912247629317,0.001646541020272585
SH3BP2,0.2775319895925945,4.5706109628536735,7.649626201960728,0.0061200970241805895,0.038691880243168664
BUD31,0.2768894816841959,6.520355047564368,22.818749626464413,3.127339610594491e-06,6.242702175871811e-05
UCHL3,0.27616703935568565,4.307102127381919,5.01650065867361,0.026001265268186375,0.1103818419665722
GNAI3,0.2754491932705969,5.435226379614445,10.062467237749892,0.0017148810901027743,0.014212910236169813
ZYX,0.2739529663642209,5.695558085529093,12.789457602734666,0.00042304604048593427,0.004489839312035108
GYG1,0.2736818954086257,5.371372668320111,11.426684922381158,0.0008476540552949419,0.007968627601981106
ARPC4,0.27341556206092416,7.757651911600772,26.177158971787257,6.440046968763842e-07,1.4955574421025338e-05
NMI,0.2731659336099335,5.255072774614254,7.32624740680667,0.007294061517581497,0.04443693841425299
CDK2AP2,0.2730641701413851,6.539318378764777,8.561021280169328,0.0037692646831696606,0.026509176354945846
PSMD6,0.27300890966508573,5.512358315212315,13.53787993045545,0.0002899092297757687,0.00322266397364486
PSMB3,0.27288540907830966,7.23162401919358,21.748708491722702,5.199183387415101e-06,9.755747708145696e-05
TNIK,0.2725058524510457,5.253445789712643,12.45646587142976,0.0005009983329922137,0.005131404323289245
ARPC2,0.2722437973551882,9.502796594732464,90.79805349119148,1.994237332012805e-18,3.2258508015420927e-16
ATP1B3,0.27220263978422,6.154759509176421,14.202215681757343,0.00020750633025036212,0.0024274618334275528
LRMP,0.2714951372680843,4.729698145232845,7.898457315355393,0.005360084641528474,0.03492244035195843
GAPDH,0.27057263327490305,9.992317768000717,41.18967113416487,7.46601125903066e-10,3.242875816306743e-08
PPP4C,0.2693331446848043,6.60319908599956,18.443502404570108,2.5571295119246027e-05,0.0003998498180146104
PGAM1,0.26922732192339416,6.857599811732554,26.104203497713403,6.667600587703883e-07,1.5407741062521633e-05
ARHGAP9,0.26859439925329637,6.286982905608051,15.44423050849073,0.00011167806500609413,0.0014235918558249663
LPCAT1,0.26778420870112113,5.373807465159724,6.724910010226308,0.010103617406551394,0.05689804232188786
POMP,0.26776427492897903,7.536370087370585,16.235599345340187,7.542012817623378e-05,0.0010076214237865662
TFDP2,0.2676435813046956,5.251576512271701,9.135992068394225,0.002783569465550141,0.020792554717986803
MSN,0.26729081390323023,7.280997966369881,39.61937786982941,1.4848369804760592e-09,6.332154795830176e-08
SMS,0.2666865871915271,5.825475277630955,15.322739077965876,0.00011870276418829923,0.0014855340455015612
RP11-773D16.1,0.2662501549991992,4.56309436851253,5.353628611324879,0.021525394680350633,0.09743837324446873
RSU1,0.26585116468819614,5.565485994501393,15.08348925520226,0.0001337310016465263,0.001646541020272585
CLTC,0.2654631525183507,4.323965501525881,4.922976993664679,0.02742004475178654,0.1151543687830176
GTF2E2,0.26532333995505486,5.04232892363493,10.126387415703801,0.0016583362033980682,0.013842090978897399
CDC123,0.2648179916821086,5.504259986599757,13.849126614206195,0.00024789768125902404,0.0028363122506977604
SCP2,0.2647323553843563,7.061329018814635,28.919509521517753,1.8100911570350213e-07,4.797252891328409e-06
AP1S1,0.26431316730538507,4.35049460482392,5.46640935438156,0.020191534129393188,0.09341073629288307
TXN,0.2635467277503155,7.339769705664295,24.059206804056842,1.7381135121706878e-06,3.740133250271879e-05
ACAT2,0.26351439212204486,4.392730416284342,5.085123997816994,0.025020983528829668,0.10756640289495441
GPS1,0.263089659663755,5.1062868702291615,8.536183723062603,0.0038202978420161966,0.026745531529406494
MRPL13,0.2630244660912055,4.702037444127545,5.5777360557765725,0.018996344107625924,0.08955964845112885
LYPLA1,0.26293710472678206,5.468615769825357,9.818617798296703,0.0019471928132459284,0.015775961117334456
SDF2L1,0.2627253041239474,6.445435116858459,23.887299542223243,1.8869362516051974e-06,4.005256993791846e-05
CCL5,0.26153298180404816,11.989557445593704,83.65573348274008,2.7900923800942426e-17,3.8495068691241446e-15
STMN1,0.2613497459782908,5.442656761934301,6.654881481534273,0.010496949921401483,0.05834264464608336
SAMD9L,0.2612737145480146,5.147416553769789,6.158446608668867,0.013778105254720814,0.07165531236130303
HDAC1,0.261251513819373,6.434482301145123,22.1167320583898,4.36669674565603e-06,8.429701413116229e-05
KLRD1,0.2606998033254522,7.983301303052876,15.16737391317176,0.00012805368242157692,0.0015891529741788818
STARD3NL,0.2604202389576769,5.243410069239667,7.599144896639036,0.006297411062505963,0.039412576771262524
EBP,0.2601961689746946,5.897067986484926,15.658466681219405,0.00010046929490957765,0.0013019377414940022
MMADHC,0.2601868615528756,5.6367380282635855,10.229430629217427,0.001572278522261937,0.013474210420263075
MIF4GD,0.260087097498605,5.513680382815119,12.582149916986348,0.0004700126648284903,0.004845778924638347
RARRES3,0.2593864851758011,8.704757471734977,51.97158561748485,7.523323758141735e-12,4.3570261419065285e-10
RAP1GAP2,0.2593075305475332,4.329586811395533,4.337075026964233,0.03832382067827551,0.14882205529949538
IKBKE,0.2588931784111753,4.476427070487424,6.978143503421727,0.00878760376412462,0.05139981204178128
RABIF,0.2580253724052026,4.62214428993392,5.472784549319021,0.020138970688606147,0.09335169120578206
UQCRFS1,0.2577910743972529,6.784977787218093,16.082085082592215,8.13868627675931e-05,0.0010694279362542835
PLA2G16,0.2574509487025275,6.00218781032396,16.645433103285438,6.169636625683469e-05,0.0008544660984322195
CD63,0.2564073954118984,7.800252362136398,23.45871520560065,2.3072572952471097e-06,4.747080689475522e-05
DOK2,0.2555894418861503,7.181462548202103,13.883704677917004,0.0002433053001299504,0.0027974146149745034
PFDN4,0.2555299662227637,6.040734455864258,8.900462540147839,0.003150832661876344,0.023019091285822184
CSK,0.25479295245013533,6.323069679705838,9.457949545602668,0.002350132892087028,0.018162229648731876
LSP1,0.2540500936882993,8.552860416707155,34.547690592452085,1.4051475343606901e-08,4.811348236267152e-07
ACTR1A,0.25398977739225215,4.828337343294239,5.955293160048678,0.015407234215463842,0.07640098911706224
MRPL37,0.25398011460027703,4.445313093487028,5.1086841759311366,0.024693120259515353,0.10686251040118769
ITM2A,0.2532520564902164,6.873792116004896,5.455565545919548,0.020343421919574847,0.09369488255308454
TOR1A,0.25213926118550145,4.5502879523469115,4.239637797550367,0.040568838027761775,0.15535381158222897
SAMD3,0.25094458425062705,7.285110185897444,19.977972907583812,1.2155528918732884e-05,0.0002088702789662123
RP4-728D4.2,0.2505217922299544,5.172581224125964,6.835063468321588,0.009515005173608312,0.05479013956735711
F2R,0.2500263182390294,5.21253781604367,7.318055038324963,0.007325494846295382,0.044570552949379554
SRA1,0.24952317177924146,5.1553994180141105,8.51606281467573,0.0038614288585138044,0.026895803678601525
LTV1,0.24946555839742288,4.496747404836121,5.023941456549563,0.025908252548630484,0.1102863999143608
TOLLIP,0.24833780691947313,4.338840426396151,5.147433407048832,0.024152128988049307,0.10539315077482726
SIRT2,0.2482505366390903,5.6401551548856395,10.057905881098428,0.001718819984033016,0.014220431296470683
VASP,0.2476818495301731,6.651416096750244,12.717106862040733,0.00043850249860027317,0.004612141750972828
MRPL51,0.24701126702823362,6.272036615552362,10.731061438789965,0.0012119678598106524,0.010808633517817055
HNRNPF,0.24575191495093088,6.782385672161707,14.491162629421291,0.0001794728636979883,0.002153215354494279
TSTA3,0.2456517537125649,5.595198616166459,11.138180578858565,0.0009829827216003256,0.009058021347032149
PSMD8,0.24535688570539746,6.780621834347348,24.673185235549994,1.3027553226163066e-06,2.833471090773925e-05
TFDP1,0.24462203873506663,4.746431100276826,4.6165618109065685,0.032675315884500934,0.13157073546282738
TIMM8B,0.24440551161164606,5.616100102536116,9.050684336381265,0.0029116317725221778,0.021645744286690232
COMMD5,0.24393736571999133,4.43710357265182,4.271203210066437,0.0398254762950843,0.1533836693762237
MT2A,0.24342945398969684,8.486861754915017,9.200996683005787,0.002688507604532841,0.020178862676581692
EFHD2,0.24325841636263038,7.31757900392907,11.125723355646038,0.0009884695997720858,0.009058021347032149
CHST11,0.24261205938635735,5.183667919487864,6.677381656584013,0.010368850887005723,0.05783624198685357
PSMB4,0.24260574443880786,6.047625887628219,16.430391143268363,6.859004957637795e-05,0.0009326258625008375
IP6K2,0.2423755662845569,4.942840854375122,6.758402354739462,0.009918833417944573,0.05633080818835108
TMX2,0.2419803701473144,4.7052786079993005,6.196161447581356,0.01348644783979858,0.07052946133388532
CST7,0.24165826897204803,9.838050997897689,34.189510678889306,1.6498352646977175e-08,5.605767200784585e-07
CTSD,0.2409188477402442,6.878565312725903,17.00254859395118,5.171096029390229e-05,0.0007320551068768699
SLC9A3R1,0.23993331087593897,7.009393122690729,10.180950852807836,0.0016112541744097843,0.013692741543761409
MRPL10,0.23859546848630364,6.083823667731985,12.371238729093436,0.0005229431441434579,0.005289901824932601
CMAS,0.23818733421991797,4.619741379015765,5.322380287871047,0.0219075675897785,0.09824894795760128
CYB5R4,0.23817023430154763,4.998706773311037,8.198172290169731,0.004570805695515949,0.030985042655585722
SRGN,0.23803906853579518,9.206533209883535,16.97379428812442,5.2423285236161285e-05,0.0007384913845130107
CAP1,0.2377600670114713,7.733366024762746,26.60190904638852,5.284392168869591e-07,1.2647491665391454e-05
TINF2,0.23772979643069522,5.585469783776344,8.98496973027353,0.0030142142536625353,0.022302332908408443
UBE2A,0.2372034431685563,5.2713583164445,8.495540943740522,0.0039038064420726013,0.027049861181333196
YBX3,0.23588641100055105,5.270621067563905,5.497004167705345,0.019880928834375637,0.09270520592649713
PSMD14,0.23514579838203994,5.189508752768804,7.863277584322661,0.005466333525506663,0.03538823377351725
MAPK1,0.23494333276698087,5.886657120850587,11.898426781597976,0.0006655618602914846,0.006450724559147426
TIPRL,0.23408304849318534,4.817229190751479,5.969801534462915,0.015283407108888765,0.07614641970735742
HCLS1,0.23366676236028103,7.313437346388604,29.80960079761966,1.2027277107898783e-07,3.299412684979719e-06
ASPSCR1,0.2334652203084364,4.836252792889437,5.006628154295007,0.026180844131894143,0.11104370689214775
CCDC115,0.23301807107558675,5.786196140883477,12.401699751757862,0.0005150484540448548,0.005252374560705248
MTCH2,0.23264194538810198,4.8414862807946575,6.554041457051602,0.011086424656076082,0.06066596796161838
WDR45,0.23115956635573684,5.523801728143157,8.490798140890174,0.00391381249947517,0.027079195331914486
MVB12A,0.22983632336291435,4.527054113553676,4.182234475176756,0.04193684770706359,0.15875040793980524
SLC25A5,0.22957740869642426,7.330777232232914,21.901481878671046,4.833568951778984e-06,9.179867187366485e-05
WAS,0.22893750593851575,6.696703279982834,22.050128701229458,4.505478088328384e-06,8.661966275552644e-05
ATP6V0D1,0.2288139253017556,5.435097012926128,8.806660371617495,0.003311425670266794,0.023752137338259222
ITPA,0.22841451074268784,5.58118146956317,10.422345351863466,0.001422532434601299,0.012426628772280622
BBC3,0.22792397286392638,4.452835774151731,4.387095324757485,0.03724954372291411,0.14549343014503754
ADRM1,0.22767541338465347,6.282637318008699,12.573567496498512,0.0004717562862069081,0.004853089339027644
MAP4K1,0.22764057920887412,5.581999149148779,8.965540619812462,0.003045281680708406,0.02246134648459612
CLEC2B,0.22729956589515302,7.730154321112432,8.125064936018026,0.004751026552265081,0.031749193775289355
SERPINB1,0.22685433243691927,6.482494992249793,19.7161275693607,1.3802263282338548e-05,0.00023206601095860263
SHKBP1,0.22639112218468946,6.068913617241601,11.748024685243053,0.0007186545512018237,0.006852049796113323
PSMB6,0.22567646142774686,6.7997746051866494,18.764125444693235,2.187689660691019e-05,0.0003467044661588368
ARL6IP1,0.2255129454315601,6.8368066630653255,8.664657453891925,0.0035677479472946065,0.025243296562230767
PTPN18,0.22529087154552033,5.806614045733549,7.097746781083885,0.008251599010214349,0.049122145884410544
SS18L2,0.22464994206743416,6.339188748346369,9.277681942779722,0.0025831845911791305,0.019650269022834902
PTMS,0.22454218396009182,5.6934041469693515,6.46335710095349,0.011654396892321197,0.06283997220905602
